Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
■ Cash from Operating Activities,■ Cash from Operating Activities,■ Cash from Operating Activities,■ Adjusted Free Cash Flow,■ Adjusted Free Cash Flow,■ Adjusted Free Cash Flow
