Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15
Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary,Segments Operating Income (Loss) Summary
